CLAVE CT,NOM TURNO,NOMBRE CT,DOMICILIO,LOCALIDAD INEGI, NOMBRE LOCALIDAD,COLONIA,NOMBRE COLONIA,MUNICIPIO CLAVE INEGI,NOMBRE MUNICIPIO,SOSTENIMIENTO,NIVEL,PROGRAMA,DESERCIÓN INTRACURRICULAR,REPROBACIÓN,REPROBACIÓN  CON REGULARIZADOS,EFICIENCIA TERMINAL
14DPR3321D,VESPERTINO,RITA PEREZ DE MORENO,27 DE SEPTIEMBRE 3271,1,ZAPOPAN,9182,HOGARES DE NUEVO MEXICO,120,ZAPOPAN,FEDERALIZADO,PRIMARIA,GENERAL,12.16%,0.00%,N.A.,90.00%
14DPR3322C,MATUTINO,VENUSTIANO CARRANZA,CONOCIDO,13,EL AVALITO,0,0,100,TOMATLAN,FEDERALIZADO,PRIMARIA,GENERAL,23.08%,10.00%,N.A.,66.67%
14DPR3326Z,MATUTINO,INDEPENDENCIA Y REVOLUCION,CENTENARIO,1,TUXCACUESCO,0,0,106,TUXCACUESCO,FEDERALIZADO,PRIMARIA,GENERAL,2.44%,0.00%,N.A.,0.00%
14DPR3327Y,VESPERTINO,JOSE VASCONCELOS,JOSE ROJO 1312,1,GUADALAJARA,9347,ECHEVERRIA,39,GUADALAJARA,FEDERALIZADO,PRIMARIA,GENERAL,6.84%,0.70%,N.A.,59.70%
14DPR3328X,MATUTINO,BENITO JUAREZ,CONOCIDO,58,SAN ANTONIO DE LAS LAJAS,0,0,25,COLOTLAN,FEDERALIZADO,PRIMARIA,GENERAL,10.00%,0.00%,N.A.,33.33%
14DPR3331K,MATUTINO,JOSE LOPEZ PORTILLO Y WEBER,JORGE VILLASEÑOR 469,1,ZAPOPAN,9275,CONSTITUCION,120,ZAPOPAN,FEDERALIZADO,PRIMARIA,GENERAL,3.53%,1.22%,N.A.,81.48%
14DPR3332J,MATUTINO,MARIA YOLANDA CASTILLERO DE ROMERO,JUAN JOSE SEGURA,1,TLAQUEPAQUE,9053,MIRAVALLE INFONAVIT,98,SAN PEDRO TLAQUEPAQUE,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,3.13%,N.A.,100.00%
14DPR3333I,VESPERTINO,SOR JUANA INES DE LA CRUZ,CONOCIDO,178,EL NOPAL,0,0,8,ARANDAS,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,64.29%
14DPR3334H,MATUTINO,IGNACIO RAMIREZ,SAN JORGE 425,1,TLAQUEPAQUE,9006,LAS JUNTAS,98,SAN PEDRO TLAQUEPAQUE,FEDERALIZADO,PRIMARIA,GENERAL,4.10%,0.66%,N.A.,81.51%
14DPR3335G,MATUTINO,EMILIANO ZAPATA,JUAN DIEGO 72,1,TLAQUEPAQUE,9056,EJIDAL GUADALUPE,98,SAN PEDRO TLAQUEPAQUE,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.83%,N.A.,100.00%
14DPR3336F,VESPERTINO,IGNACIO ZARAGOZA,JUAN DIEGO 72,1,TLAQUEPAQUE,9056,EJIDAL GUADALUPE,98,SAN PEDRO TLAQUEPAQUE,FEDERALIZADO,PRIMARIA,GENERAL,2.07%,0.00%,N.A.,63.41%
14DPR3338D,MATUTINO,BENEMERITO DE LAS AMERICAS,CONOCIDO,115,TELEACAPAN,0,0,80,SAN SEBASTIAN DEL OESTE,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14DPR3343P,MATUTINO,JUAN ALDAMA,CONOCIDO,27,BETULIA,0,0,53,LAGOS DE MORENO,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,1.08%,N.A.,100.00%
14DPR3345N,MATUTINO,CRISTOBAL COLON,CONOCIDO,9,LA CRUZ,0,0,122,ZAPOTITLAN DE VADILLO,FEDERALIZADO,PRIMARIA,GENERAL,15.79%,0.00%,N.A.,100.00%
14DPR3349J,MATUTINO,JOSE MA MORELOS Y PAVON,CONOCIDO,71,HIERBA DE MATANCILLAS,0,0,64,OJUELOS DE JALISCO,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.60%,N.A.,100.00%
14DPR3350Z,VESPERTINO,GREGORIO TORRES QUINTERO,BRAULIO MARTINEZ,1,CIHUATLAN,9008,NUEVO,22,CIHUATLAN,FEDERALIZADO,PRIMARIA,GENERAL,6.98%,0.94%,N.A.,95.08%
14DPR3351Y,MATUTINO,BENITO JUAREZ,LAZARO CARDENAS 12,13,COFRADIA DEL ROSARIO,0,0,79,GOMEZ FARIAS,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,60.00%
14DPR3352X,MATUTINO,20 DE NOVIEMBRE,DEPORTISTAS 7,7,AYUQUILA,0,0,37,EL GRULLO,FEDERALIZADO,PRIMARIA,GENERAL,10.00%,0.00%,N.A.,81.25%
14DPR3355U,VESPERTINO,VICENTE GUERRERO,CONOCIDO,63,OCOTIC,0,0,29,CUQUIO,FEDERALIZADO,PRIMARIA,GENERAL,1.64%,0.00%,N.A.,100.00%
14DPR3357S,MATUTINO,VALLARTA,CONOCIDO,18,LOS CAPULINES,0,0,29,CUQUIO,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14DPR3358R,MATUTINO,JUSTO SIERRA,EMILIANO ZAPATA,22,TLALCOSAHUA,0,0,41,HUEJUCAR,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14DPR3363C,MATUTINO,MIGUEL HIDALGO Y COSTILLA,CONOCIDO,104,SAN JUAN DE ARRIBA,0,0,80,SAN SEBASTIAN DEL OESTE,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,80.00%
14DPR3365A,CONTINUO (JORNADA AMPLIADA),VICENTE GUERRERO,CONOCIDO,241,LA SABINILLA,0,0,13,ATOTONILCO EL ALTO,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14DPR3366Z,VESPERTINO,MARIA YOLANDA CASTILLERO DE ROMERO,JUAN JOSE SEGURA,1,TLAQUEPAQUE,9053,MIRAVALLE INFONAVIT,98,SAN PEDRO TLAQUEPAQUE,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,1.52%,N.A.,100.00%
14DPR3367Z,MATUTINO,20 DE NOVIEMBRE,CAMINO VIEJO AL CASTILLO,11,EL MUEY,0,0,70,EL SALTO,FEDERALIZADO,PRIMARIA,GENERAL,3.55%,0.00%,N.A.,88.57%
14DPR3370M,VESPERTINO,GUILLERMO PRIETO,DOCTOR J JESUS GONZALEZ,1,UNION DE SAN ANTONIO,0,0,109,UNION DE SAN ANTONIO,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,7.61%,N.A.,35.71%
14DPR3371L,VESPERTINO,MIGUEL HIDALGO Y COSTILLA,DURANGO 241,1,OCOTLAN,9030,CAMINO REAL,63,OCOTLAN,FEDERALIZADO,PRIMARIA,GENERAL,2.41%,2.06%,N.A.,97.83%
14DPR3373J,CONTINUO (JORNADA AMPLIADA),JUSTO SIERRA,CONOCIDO,53,CONCEPCION DEL BRAMADOR (LA CONCHA),0,0,84,TALPA DE ALLENDE,FEDERALIZADO,PRIMARIA,GENERAL,2.38%,0.00%,N.A.,66.67%
14DPR3374I,VESPERTINO,ADOLFO LOPEZ MATEOS,LIBERTAD 125,1,TENAMAXTLAN,0,0,90,TENAMAXTLAN,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14DPR3375H,MATUTINO,EMILIANO ZAPATA,CONOCIDO,255,LA CORONILLA DEL OCOTE,0,0,120,ZAPOPAN,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14DPR3377F,MATUTINO,FRANCISCO VILLA,CONOCIDO,82,LOS CORRALES,0,0,20,CABO CORRIENTES,FEDERALIZADO,PRIMARIA,GENERAL,2.70%,0.00%,N.A.,100.00%
14DPR3378E,VESPERTINO,20 DE NOVIEMBRE,MANUEL DOBLADO,1,JESUS MARIA,0,0,48,JESUS MARIA,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,4.55%,N.A.,100.00%
14DPR3381S,VESPERTINO,MARIANO MATAMOROS,MATAMOROS 337,1,ZACOALCO DE TORRES,9001,LA MILAGROSA,119,ZACOALCO DE TORRES,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,4.90%,N.A.,57.89%
14DPR3383Q,MATUTINO,VICENTE SUAREZ,CONOCIDO,93,SANTA RITA DE LOS ALTOS (LA ANGOSTURA),0,0,13,ATOTONILCO EL ALTO,FEDERALIZADO,PRIMARIA,GENERAL,8.33%,0.00%,N.A.,0.00%
14DPR3384P,MATUTINO,MIGUEL HIDALGO Y COSTILLA,CONOCIDO,54,EMILIANO ZAPATA,0,0,62,MIXTLAN,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14DPR3385O,CONTINUO (JORNADA AMPLIADA),FRANCISCO MARQUEZ,CONOCIDO,153,PALO GORDO,0,0,120,ZAPOPAN,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,75.00%
14DPR3386N,MATUTINO,VENUSTIANO CARRANZA,CONOCIDO,429,LOS CIMIENTOS,0,0,68,VILLA PURIFICACION,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14DPR3387M,MATUTINO,5 DE FEBRERO,CONOCIDO,47,LA TIRICIA,0,0,105,TOTOTLAN,FEDERALIZADO,PRIMARIA,GENERAL,23.08%,0.00%,N.A.,25.00%
14DPR3388L,MATUTINO,JOSE MA MORELOS Y PAVON,ORO 139,1,ZAPOPAN,9211,SAN JOSE DEL BAJIO,120,ZAPOPAN,FEDERALIZADO,PRIMARIA,GENERAL,2.49%,0.51%,N.A.,100.00%
14DPR3390Z,VESPERTINO,GUADALUPE VICTORIA,ANTONIO ALVAREZ VEGA 914,1,GUADALAJARA,9351,LOMAS DEL PARAISO,39,GUADALAJARA,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.70%,N.A.,100.00%
14DPR3391Z,CONTINUO (JORNADA AMPLIADA),NARCISO MENDOZA,J ANTONIO TORRES 442,1,AUTLAN DE NAVARRO,0,0,15,AUTLAN DE NAVARRO,FEDERALIZADO,PRIMARIA,GENERAL,2.41%,3.70%,N.A.,86.67%
14DPR3393X,VESPERTINO,LAZARO CARDENAS DEL RIO,REVOLUCION 73,41,ZAPOTE DEL VALLE (ZAPOTE DE SANTA CRUZ),0,0,97,TLAJOMULCO DE ZUÑIGA,FEDERALIZADO,PRIMARIA,GENERAL,1.43%,2.49%,N.A.,98.00%
14DPR3394W,VESPERTINO,BENITO JUAREZ,MOCTEZUMA 10,173,VISTA HERMOSA (SANTA CRUZ DEL CORTIJO),9000,VISTA HERMOSA (SANTA CRUZ DEL COTIJO) (ZONA CENTRO),85,TAMAZULA DE GORDIANO,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,3.03%,N.A.,75.00%
14DPR3395V,VESPERTINO,MIGUEL LERDO DE TEJADA,INDEPENDENCIA 102,173,VISTA HERMOSA (SANTA CRUZ DEL CORTIJO),0,0,85,TAMAZULA DE GORDIANO,FEDERALIZADO,PRIMARIA,GENERAL,4.76%,3.00%,N.A.,100.00%
14DPR3396U,VESPERTINO,GALEANA,JOSEFA ORTIZ 2,1,TONALA,9040,LOMA BONITA,101,TONALA,FEDERALIZADO,PRIMARIA,GENERAL,5.08%,0.47%,N.A.,77.11%
14DPR3399R,MATUTINO,LAZARO CARDENAS DEL RIO,CONOCIDO,43,MESA DE FLORES,0,0,25,COLOTLAN,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,3.03%,N.A.,100.00%
14DPR3400Q,VESPERTINO,VICTOR GONZALEZ OROZCO,AVENIDA REVOLUCION,1,ATOTONILCO EL ALTO,9001,LA ALAMEDA,13,ATOTONILCO EL ALTO,FEDERALIZADO,PRIMARIA,GENERAL,14.89%,2.50%,N.A.,80.00%
14DPR3401P,VESPERTINO,MIGUEL HIDALGO Y COSTILLA,PRESINDENTE FELIX RAMIREZ 1,1,ATOTONILCO EL ALTO,0,0,13,ATOTONILCO EL ALTO,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,1.10%,N.A.,91.18%
14DPR3403N,MATUTINO,LEONA VICARIO,PRADOS DEL CENIT 100,1,TONALA,6070,PRADERAS DEL SOL,101,TONALA,FEDERALIZADO,PRIMARIA,GENERAL,1.11%,0.45%,N.A.,82.35%
14DPR3404M,MATUTINO,CUAUHTEMOC,MARGARITAS 300,1,TONALA,9056,ALTAMIRA,101,TONALA,FEDERALIZADO,PRIMARIA,GENERAL,1.95%,0.00%,N.A.,64.10%
14DPR3405L,MATUTINO,JUAN ESCUTIA,ATOTONILCO EL ALTO 201,1,TONALA,9018,JALISCO,101,TONALA,FEDERALIZADO,PRIMARIA,GENERAL,2.22%,1.30%,N.A.,70.97%
14DPR3407J,VESPERTINO,PABLO NERUDA,OCOCINGO 2228,1,GUADALAJARA,9443,MONUMENTAL,39,GUADALAJARA,FEDERALIZADO,PRIMARIA,GENERAL,5.49%,0.00%,N.A.,95.24%
14DPR3408I,MATUTINO,PLAN DE AYALA,CONOCIDO,13,GENERAL GABRIEL LEYVA,0,0,18,LA BARCA,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,0.00%
14DPR3409H,VESPERTINO,AMADO NERVO,MANUEL DEL TORO 152,1,LA BARCA,9001,EJIDAL,18,LA BARCA,FEDERALIZADO,PRIMARIA,GENERAL,1.44%,6.33%,N.A.,75.64%
14DPR3410X,VESPERTINO,MIGUEL HIDALGO Y COSTILLA,20 DE NOVIEMBRE 90,20,SAN JOSE DEL CASTILLO,0,0,70,EL SALTO,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.66%,N.A.,69.09%
14DPR3411W,VESPERTINO,GABRIELA MISTRAL,CALLE 4,1,ZAPOPAN,9078,UNIDAD ESTATUTO JURIDICO,120,ZAPOPAN,FEDERALIZADO,PRIMARIA,GENERAL,4.69%,0.82%,N.A.,100.00%
14DPR3412V,MATUTINO,MANUEL CRESPO MONARREZ,LAZARO CARDENAS DEL RIO 15,40,SAN JUAN CHICO,0,0,63,OCOTLAN,FEDERALIZADO,PRIMARIA,GENERAL,8.33%,0.00%,N.A.,100.00%
14DPR3414T,VESPERTINO,FORJADORA DE LA PATRIA,ALLENDE,1,ZAPOPAN,9293,FRANCISCO SARABIA,120,ZAPOPAN,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,84.31%
14DPR3415S,MATUTINO,RITA PEREZ DE MORENO,MICHOACAN 186,1,ZAPOPAN,9299,EL MANTE,120,ZAPOPAN,FEDERALIZADO,PRIMARIA,GENERAL,1.35%,0.00%,N.A.,89.87%
14DPR3418P,MATUTINO,FRANCISCO VILLA,CONOCIDO,33,YOLOSTA,0,0,10,ATEMAJAC DE BRIZUELA,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14DPR3419O,VESPERTINO,JOSE MA MORELOS Y PAVON,ITURBIDE 43,2,ATOTONILCO EL BAJO,0,0,114,VILLA CORONA,FEDERALIZADO,PRIMARIA,GENERAL,6.74%,4.82%,N.A.,100.00%
14DPR3420D,VESPERTINO,LAZARO CARDENAS DEL RIO,MORELOS 47,6,JUAN GIL PRECIADO (LA LOMA),0,0,114,VILLA CORONA,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14DPR3422B,VESPERTINO,JOSEFA ORTIZ DE DOMINGUEZ,CORONA 200,1,TECALITLAN,0,0,87,TECALITLAN,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,70.00%
14DPR3425Z,VESPERTINO,GUILLERMO PRIETO,EJIDO 152,1,MAGDALENA,0,0,55,MAGDALENA,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,3.33%,N.A.,67.39%
14DPR3426Y,VESPERTINO,SOR JUANA INES DE LA CRUZ,CONOCIDO,101,EL POTRERILLO,0,0,118,YAHUALICA DE GONZALEZ GALLO,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14DPR3428W,VESPERTINO,JOSE VASCONCELOS,CALDERON,1,CIUDAD GUZMAN,0,0,23,ZAPOTLAN EL GRANDE,FEDERALIZADO,PRIMARIA,GENERAL,2.68%,1.83%,N.A.,100.00%
14DPR3429V,MATUTINO,MANUEL LOPEZ COTILLA,JAZMIN 26,1,TEOCALTICHE,0,0,91,TEOCALTICHE,FEDERALIZADO,PRIMARIA,GENERAL,0.31%,0.62%,N.A.,100.00%
14DPR3430K,MATUTINO,JUSTO SIERRA MENDEZ,GUERRERO 139,16,BELEN DEL REFUGIO,0,0,91,TEOCALTICHE,FEDERALIZADO,PRIMARIA,GENERAL,1.08%,3.28%,N.A.,100.00%
14DPR3431J,VESPERTINO,AGUSTIN YAÑEZ,INSURGENTES 45,71,MECHOACANEJO,0,0,91,TEOCALTICHE,FEDERALIZADO,PRIMARIA,GENERAL,2.11%,0.00%,N.A.,96.97%
14DPR3433H,MATUTINO,APOLONIO MORENO,AGUSTIN PADILLA 240,1,LAGOS DE MORENO,9011,EL REFUGIO,53,LAGOS DE MORENO,FEDERALIZADO,PRIMARIA,GENERAL,1.30%,0.88%,N.A.,100.00%
14DPR3434G,MATUTINO,GREGORIO TORRES QUINTERO,DIAZ ORDAZ 340,1,TEOCALTICHE,9005,MIRAMONTES,91,TEOCALTICHE,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,7.60%,N.A.,96.30%
14DPR3435F,MATUTINO,IGNACIO M ALTAMIRANO,JUAREZ 10,160,JOSE DE JESUS AGUIRRE,0,0,91,TEOCALTICHE,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,8.22%,N.A.,93.33%
14DPR3651V,VESPERTINO,RAFAEL RAMIREZ,CONOCIDO,49,SAN IGNACIO,0,0,6,AMECA,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,0.00%
14DPR3652U,VESPERTINO,GABRIELA MISTRAL,RAMON CORONA 17,1,ZAPOPAN,9053,EL COLLI,120,ZAPOPAN,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,78.13%
14DPR3653T,VESPERTINO,SOR JUANA INES DE LA CRUZ,PUERTO MEXICO 99,1,ZAPOPAN,9320,MIRAMAR,120,ZAPOPAN,FEDERALIZADO,PRIMARIA,GENERAL,0.21%,0.42%,N.A.,100.00%
14DPR3654S,MATUTINO,CRISTOBAL COLON,JOAQUIN AGUIRRE 124,1,CIUDAD GUZMAN,0,0,23,ZAPOTLAN EL GRANDE,FEDERALIZADO,PRIMARIA,GENERAL,2.96%,1.27%,N.A.,69.23%
14DPR3655R,VESPERTINO,SALVADOR FREGOSO,MORELOS 26,12,SAN PEDRO,0,0,7,SAN JUANITO DE ESCOBEDO,FEDERALIZADO,PRIMARIA,GENERAL,7.14%,0.00%,N.A.,50.00%
14DPR3657P,VESPERTINO,MANUEL ACUÑA,CONOCIDO,48,MEZQUITE GRANDE,0,0,33,DEGOLLADO,FEDERALIZADO,PRIMARIA,GENERAL,21.05%,6.67%,N.A.,0.00%
14DPR3658O,MATUTINO,NARCIZO MENDOZA,CONOCIDO,91,EL NARANJO (LOS PINOS),0,0,100,TOMATLAN,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,50.00%
14DPR3659N,CONTINUO (JORNADA AMPLIADA),FRANCISCO CRUZ MARTINEZ,CONOCIDO,272,SAN JUAN BAUTISTA,0,0,124,ZAPOTLANEJO,FEDERALIZADO,PRIMARIA,GENERAL,4.55%,0.00%,N.A.,100.00%
14DPR3660C,VESPERTINO,JUAN ESCUTIA,PLAYA DE HORNOS 1201,1,ZAPOPAN,6071,PRIMAVERA NORTE,120,ZAPOPAN,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.94%,N.A.,100.00%
14DPR3662A,MATUTINO,ADOLFO RUIZ CORTINES,LOMAS DE SAN LUIS 125,1,LA BARCA,9020,LOMA BONITA,18,LA BARCA,FEDERALIZADO,PRIMARIA,GENERAL,2.24%,3.72%,N.A.,100.00%
14DPR3664Z,MATUTINO,NICOLAS BRAVO,VICENTE GUERRERO 49,1,CIUDAD GUZMAN,0,0,23,ZAPOTLAN EL GRANDE,FEDERALIZADO,PRIMARIA,GENERAL,3.67%,0.95%,N.A.,86.96%
14DPR3666X,MATUTINO,PLAN DE AYALA,CONOCIDO,71,RANCHO NUEVO (RANCHO VIEJO),0,0,33,DEGOLLADO,FEDERALIZADO,PRIMARIA,GENERAL,5.71%,0.00%,N.A.,100.00%
14DPR3667W,VESPERTINO,LEONA VICARIO,MANUEL LOPEZ COTILLA 54,434,POTRERO DEL SALTO,0,0,85,TAMAZULA DE GORDIANO,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,0.00%
14DPR3669U,MATUTINO,EMILIANO ZAPATA,CONOCIDO,32,LA COFRADIA,0,0,68,VILLA PURIFICACION,FEDERALIZADO,PRIMARIA,GENERAL,11.11%,0.00%,N.A.,100.00%
14DPR3671I,MATUTINO,JOSE MA MORELOS Y PAVON,PLAYA DE HORNOS 1201,1,ZAPOPAN,6071,PRIMAVERA NORTE,120,ZAPOPAN,FEDERALIZADO,PRIMARIA,GENERAL,3.52%,0.91%,N.A.,75.00%
14DPR3675E,MATUTINO,JOSE MA PINO SUAREZ,AVENIDA DE JESUS,1,TLAQUEPAQUE,9044,VALLE DE LA MISERICORDIA,98,SAN PEDRO TLAQUEPAQUE,FEDERALIZADO,PRIMARIA,GENERAL,0.92%,0.00%,N.A.,100.00%
14DPR3677C,VESPERTINO,JUSTO SIERRA,CONOCIDO,24,EL ESCALON,0,0,71,SAN CRISTOBAL DE LA BARRANCA,FEDERALIZADO,PRIMARIA,GENERAL,12.50%,0.00%,N.A.,40.00%
14DPR3678B,VESPERTINO,GUADALUPE VICTORIA,CONOCIDO,695,SANTA ANA (SANTA ANA DE ARRIBA),0,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PRIMARIA,GENERAL,34.78%,0.00%,N.A.,0.00%
14DPR3679A,MATUTINO,JOSE PEREZ CONTRERAS,SAN JULIAN 105,1,TONALA,9018,JALISCO,101,TONALA,FEDERALIZADO,PRIMARIA,GENERAL,0.66%,0.22%,N.A.,88.51%
14DPR3681P,VESPERTINO,AMADO NERVO,CONOCIDO,360,MESA DE MARTINEZ,0,0,8,ARANDAS,FEDERALIZADO,PRIMARIA,GENERAL,8.33%,9.09%,N.A.,50.00%
14DPR3683N,MATUTINO,CRISTOBAL COLON,CONOCIDO,284,LA SAUCEDA (PEDRO MORENO),0,0,53,LAGOS DE MORENO,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14DPR3684M,CONTINUO (TIEMPO COMPLETO),JUSTO SIERRA MENDEZ,JOSE MARIA MERCADO 66,1,ETZATLAN,0,0,36,ETZATLAN,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.83%,N.A.,58.97%
14DPR3685L,MATUTINO,JOSE CLEMENTE OROZCO,LOMA PERIBAN 8499,1,TONALA,9063,LOMA DORADA,101,TONALA,FEDERALIZADO,PRIMARIA,GENERAL,2.11%,0.78%,N.A.,93.83%
14DPR3686K,MATUTINO,MIGUEL ALEMAN VALDES,LOMA TECALITLAN SUR,1,TONALA,9063,LOMA DORADA,101,TONALA,FEDERALIZADO,PRIMARIA,GENERAL,6.28%,0.00%,N.A.,92.86%
14DPR3687J,VESPERTINO,AMADO NERVO,CONOCIDO,29,TEUTLAN,0,0,99,TOLIMAN,FEDERALIZADO,PRIMARIA,GENERAL,4.26%,0.00%,N.A.,0.00%
14DPR3688I,MATUTINO,JUSTO SIERRA MENDEZ,24 DE JUNIO,22,LA ESTANCITA,0,0,6,AMECA,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,50.00%
14DPR3690X,VESPERTINO,REVOLUCION,AVENIDA DEL CAMPESINO 115,1,TOMATLAN,9011,LAS DELICIAS,100,TOMATLAN,FEDERALIZADO,PRIMARIA,GENERAL,5.88%,2.50%,N.A.,100.00%
14DPR3691W,MATUTINO,JAIME TORRES BODET,POPOCATEPETL 481,1,LAGOS DE MORENO,9039,SANTA MARIA,53,LAGOS DE MORENO,FEDERALIZADO,PRIMARIA,GENERAL,0.46%,1.38%,N.A.,100.00%
14DPR3692V,MATUTINO,EMILIANO ZAPATA,PUERTO MELAQUE,1,GUADALAJARA,9440,LOS ARRAYANES,39,GUADALAJARA,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,1.45%,N.A.,100.00%
14DPR3693U,MATUTINO,MIGUEL HIDALGO Y COSTILLA,SIMON BOLIVAR,1,ZAPOPAN,9336,HIDALGO,120,ZAPOPAN,FEDERALIZADO,PRIMARIA,GENERAL,5.48%,0.97%,N.A.,95.45%
14DPR3694T,MATUTINO,ALFREDO HERNANDEZ TERRES,SAN JOSE 59,158,LA PALMA,0,0,53,LAGOS DE MORENO,FEDERALIZADO,PRIMARIA,GENERAL,14.00%,4.65%,N.A.,58.33%
14DPR3695S,VESPERTINO,VICENTE GUERRERO,MARIANO JIMENEZ 247,1,YAHUALICA DE GONZALEZ GALLO,0,0,118,YAHUALICA DE GONZALEZ GALLO,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,1.60%,N.A.,100.00%
14DPR3699O,MATUTINO,LAZARO CARDENAS DEL RIO,CONOCIDO,324,LA VIRGEN,0,0,53,LAGOS DE MORENO,FEDERALIZADO,PRIMARIA,GENERAL,1.22%,1.23%,N.A.,100.00%
14DPR3700N,VESPERTINO,LUZ MARIA PRIETA AGUIRRE,PROLONGACION LOPEZ COTILLA 399,1,ACATIC,0,0,1,ACATIC,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,6.25%,N.A.,57.14%
14DPR3701M,VESPERTINO,FRANCISCO VILLA,TOMATLAN 9,159,TEQUESQUITE,0,0,100,TOMATLAN,FEDERALIZADO,PRIMARIA,GENERAL,5.71%,0.00%,N.A.,100.00%
14DPR3704J,MATUTINO,EMILIANO ZAPATA,VICENTE LOMBARDO TOLEDANO 1874,1,ZAPOPAN,9335,JARDINES DEL AUDITORIO,120,ZAPOPAN,FEDERALIZADO,PRIMARIA,GENERAL,1.20%,0.91%,N.A.,90.91%
14DPR3705I,MATUTINO,PETRONILO RODRIGUEZ GALINDO,RAFAEL CARDENAS 60,1,GUADALAJARA,9447,PLANETARIO,39,GUADALAJARA,FEDERALIZADO,PRIMARIA,GENERAL,1.69%,0.86%,N.A.,100.00%
14DPR3707G,VESPERTINO,IGNACIO M ALTAMIRANO,ESPAÑITA 100,1,TEPATITLAN DE MORELOS,0,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,0.00%
14DPR3708F,VESPERTINO,NIÑOS HEROES,SALVADOR RUIZ 1,1,ZAPOTLANEJO,6072,LAS GRANJAS,124,ZAPOTLANEJO,FEDERALIZADO,PRIMARIA,GENERAL,4.06%,0.00%,N.A.,100.00%
14DPR3709E,VESPERTINO,AGUSTIN YAÑEZ,SAN JULIAN 105,1,TONALA,9018,JALISCO,101,TONALA,FEDERALIZADO,PRIMARIA,GENERAL,1.30%,0.00%,N.A.,79.75%
14DPR3710U,VESPERTINO,ADOLFO LOPEZ MATEOS,ALDAMA 250,1,TONALA,9040,LOMA BONITA,101,TONALA,FEDERALIZADO,PRIMARIA,GENERAL,0.80%,0.20%,N.A.,89.19%
